"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"WDSUB11",2.51000355319844e-46,0.484252397801401,0.195,0.656,4.53934142595938e-42,"8","WDSUB1"
"MGAM23",2.64668822302906e-46,0.325344376588915,0.076,0.414,4.78653565134806e-42,"8","MGAM2"
"CCDC28A",2.73798206157276e-46,0.44781555253672,0.253,0.775,4.95164055835435e-42,"8","CCDC28A"
"USE1",2.87604182566734e-46,0.335345237549525,0.244,0.747,5.20132164171939e-42,"8","USE1"
"FAM241A",2.90397739845725e-46,0.396581267607908,0.106,0.471,5.25184312510994e-42,"8","FAM241A"
"CCDC77",3.24822131661343e-46,0.983254870088105,0.126,0.515,5.87440825109539e-42,"8","CCDC77"
"FAM177A11",3.40283183724769e-46,0.563096306593644,0.192,0.645,6.15402137766245e-42,"8","FAM177A1"
"LRFN31",3.45448923839027e-46,0.541360854710269,0.114,0.489,6.24744378762881e-42,"8","LRFN3"
"ZNF18",3.5463140917378e-46,0.792880774683654,0.101,0.464,6.41350903490782e-42,"8","ZNF18"
"S100A41",3.63964777357951e-46,0.952901806731738,0.788,0.977,6.58230299851854e-42,"8","S100A4"
"MAPK7",3.64642006697207e-46,0.732898613269879,0.184,0.631,6.594550691119e-42,"8","MAPK7"
"RPP25L",4.29370945260248e-46,0.630199075485532,0.19,0.645,7.76517354503159e-42,"8","RPP25L"
"PRKAB1",5.27692491473254e-46,0.336728177428436,0.268,0.797,9.54331870829379e-42,"8","PRKAB1"
"NR3C23",6.08374562328744e-46,0.324146063881311,0.111,0.48,1.10024539597153e-41,"8","NR3C2"
"ZSWIM6",6.48646897976788e-46,0.447872326605029,0.261,0.79,1.17307791499102e-41,"8","ZSWIM6"
"EPS8L22",7.22321812317061e-46,0.378160355854062,0.155,0.564,1.3063189975754e-41,"8","EPS8L2"
"TMEM231",7.69002185486312e-46,0.539380473488407,0.108,0.474,1.39074045245199e-41,"8","TMEM231"
"TIMP12",8.13866752517298e-46,1.09015481620856,0.912,0.998,1.47187802192753e-41,"8","TIMP1"
"LRIF1",8.60544797670758e-46,0.656815162990154,0.192,0.647,1.55629526658757e-41,"8","LRIF1"
"SEC61A2",8.64400619030026e-46,0.378621679156433,0.076,0.412,1.5632685195158e-41,"8","SEC61A2"
"S100A22",9.68425430839201e-46,0.354737204189608,0.072,0.405,1.7513973916727e-41,"8","S100A2"
"TMEM41A2",9.73647317116245e-46,0.478215464082744,0.239,0.742,1.76084117300473e-41,"8","TMEM41A"
"PIP4P2",1.012062294138e-45,0.414246109729087,0.108,0.473,1.83031465894856e-41,"8","PIP4P2"
"ZNF4461",1.0423074287307e-45,0.425606920392586,0.093,0.444,1.88501298485947e-41,"8","ZNF446"
"EML52",1.06924760350862e-45,0.383664180802907,0.069,0.399,1.93373429094534e-41,"8","EML5"
"C1orf1152",1.07181922400877e-45,0.847947067648614,0.125,0.508,1.93838506661986e-41,"8","C1orf115"
"FAM120AOS",1.18829684003728e-45,0.336967685775593,0.259,0.781,2.14903483520741e-41,"8","FAM120AOS"
"UBE2D1",1.29032992460059e-45,0.653995736826025,0.167,0.595,2.33356166864016e-41,"8","UBE2D1"
"TMEM205",1.349797117444e-45,0.496367737845223,0.17,0.601,2.44110808689747e-41,"8","TMEM205"
"IL181",1.44590561916495e-45,0.36126621137038,0.18,0.619,2.61492031225982e-41,"8","IL18"
"WDR25",1.46939469497589e-45,0.583107345533274,0.126,0.51,2.65740030586389e-41,"8","WDR25"
"ZNF169",1.47924661978688e-45,0.34082362046947,0.084,0.427,2.67521751188458e-41,"8","ZNF169"
"SSTR12",1.64919528560972e-45,0.938836042797744,0.111,0.481,2.98256967402517e-41,"8","SSTR1"
"YPEL2",1.67347942815337e-45,0.292771761692377,0.168,0.591,3.02648754581537e-41,"8","YPEL2"
"PLXNA3",1.86920103866397e-45,0.426467872134904,0.162,0.579,3.3804500784238e-41,"8","PLXNA3"
"UNC119",1.92674286897009e-45,0.394313414921855,0.168,0.594,3.48451447853241e-41,"8","UNC119"
"UBE2D4",2.09918119335822e-45,0.422106844728021,0.231,0.726,3.79636918818833e-41,"8","UBE2D4"
"IGF2BP33",2.16499074584698e-45,0.482322166442209,0.215,0.687,3.91538576386427e-41,"8","IGF2BP3"
"TUBG21",2.22358641717443e-45,0.555901123487952,0.082,0.421,4.02135603545995e-41,"8","TUBG2"
"EPC2",2.22617227413505e-45,0.25707827260452,0.288,0.83,4.02603255777324e-41,"8","EPC2"
"PARD6B3",2.27368622277281e-45,0.651594857841248,0.146,0.551,4.11196153388463e-41,"8","PARD6B"
"POGLUT21",2.41266941472758e-45,0.30812100509756,0.086,0.428,4.36331263653483e-41,"8","POGLUT2"
"ZNF641",2.55700959369986e-45,0.498348246170263,0.133,0.522,4.6243518502062e-41,"8","ZNF641"
"PPP1R11",2.75358230435374e-45,0.666655577499997,0.205,0.675,4.97985359742374e-41,"8","PPP1R11"
"GZMB1",2.85624785232134e-45,0.313605709215032,0.099,0.452,5.16552424092314e-41,"8","GZMB"
"LCMT2",3.05944446364571e-45,0.841259146180479,0.098,0.453,5.53300531250327e-41,"8","LCMT2"
"KDM2B1",3.20376252417014e-45,0.315027871794855,0.278,0.812,5.7940045249617e-41,"8","KDM2B"
"ZNF452",3.34762883892934e-45,0.455576703227111,0.081,0.419,6.05418675520372e-41,"8","ZNF45"
"PFKFB32",3.47843545042534e-45,1.55013743989731,0.712,0.927,6.29075051209422e-41,"8","PFKFB3"
"CGAS1",3.5624057580995e-45,0.266940078151674,0.271,0.803,6.44261081352294e-41,"8","CGAS"
"AGAP21",3.57240924896702e-45,0.261775653262649,0.096,0.447,6.46070212675685e-41,"8","AGAP2"
"TGIF2",3.57823553295197e-45,0.510796312743535,0.138,0.53,6.47123896134363e-41,"8","TGIF2"
"FAM185A2",3.60938040634395e-45,0.300893220333854,0.056,0.37,6.52756446487302e-41,"8","FAM185A"
"EPHX43",3.63301205719148e-45,0.495537684910801,0.059,0.377,6.57030230543079e-41,"8","EPHX4"
"KBTBD3",3.88968963097254e-45,0.778440815175106,0.138,0.532,7.03450369761384e-41,"8","KBTBD3"
"ENTPD5",4.55957579748441e-45,0.877159970761897,0.116,0.489,8.24599282975055e-41,"8","ENTPD5"
"DHFR21",4.86180337363845e-45,0.685668360026444,0.109,0.475,8.79257140122513e-41,"8","DHFR2"
"C7orf31",5.00806665708932e-45,0.793457823029719,0.133,0.522,9.05708854934603e-41,"8","C7orf31"
"RNF135",5.03154430085544e-45,0.653565131335169,0.158,0.573,9.09954786809706e-41,"8","RNF135"
"CTSV3",5.44253222063455e-45,0.464039450277511,0.062,0.382,9.84281952101759e-41,"8","CTSV"
"FAM89A",5.53532422345648e-45,0.424393108946531,0.173,0.601,1.0010633858121e-40,"8","FAM89A"
"ACOT81",6.04526809275527e-45,0.623704536232888,0.084,0.424,1.09328673457479e-40,"8","ACOT8"
"ZNF117",6.22006593247062e-45,0.553614376933454,0.143,0.539,1.12489892388731e-40,"8","ZNF117"
"FMO53",6.75424097259571e-45,0.384217257980623,0.077,0.411,1.22150447989393e-40,"8","FMO5"
"NCDN1",6.75592994111268e-45,0.416733878751788,0.066,0.387,1.22180992985023e-40,"8","NCDN"
"ACSM33",6.76830908740594e-45,0.546785637242665,0.086,0.428,1.22404869845736e-40,"8","ACSM3"
"KIF272",7.23140800180547e-45,0.474370951081137,0.133,0.521,1.30780013712652e-40,"8","KIF27"
"ONECUT22",7.31353096376039e-45,0.349340106818262,0.061,0.378,1.32265207479607e-40,"8","ONECUT2"
"STPG1",7.81288297314962e-45,0.476664900557727,0.077,0.411,1.41295988569411e-40,"8","STPG1"
"TRIB33",8.28453775949356e-45,0.681739101369585,0.128,0.511,1.49825865380441e-40,"8","TRIB3"
"PSMD51",8.42543491713041e-45,0.695710377226031,0.125,0.503,1.52373990476304e-40,"8","PSMD5"
"GALNT62",8.8175076325458e-45,0.333799504032274,0.113,0.479,1.59464625534591e-40,"8","GALNT6"
"CIPC2",8.88050403890442e-45,0.690577357829932,0.162,0.578,1.60603915543587e-40,"8","CIPC"
"SIX41",9.86799790702696e-45,0.33154241931819,0.079,0.414,1.78462742148583e-40,"8","SIX4"
"PLCXD1",9.9964151654614e-45,0.301251574919754,0.249,0.756,1.80785168267369e-40,"8","PLCXD1"
"PES12",1.00633807266648e-44,0.309249501291858,0.266,0.791,1.81996240441732e-40,"8","PES1"
"PRAG11",1.09435436695538e-44,0.773433841166857,0.18,0.616,1.9791398726388e-40,"8","PRAG1"
"METTL273",1.10791583831479e-44,0.757707299602806,0.175,0.606,2.00366579359229e-40,"8","METTL27"
"SPATA18",1.14792205386046e-44,0.260803891497651,0.071,0.396,2.07601703440663e-40,"8","SPATA18"
"RPF12",1.23599517742457e-44,0.257873812074466,0.253,0.758,2.23529727837233e-40,"8","RPF1"
"LTB4R1",1.32272112439601e-44,0.64579238513334,0.086,0.425,2.39214115347019e-40,"8","LTB4R"
"ZBTB410",1.37875117033588e-44,0.368403486223061,0.209,0.667,2.49347149155243e-40,"8","ZBTB4"
"IDNK",1.42818838857913e-44,0.757017420490565,0.096,0.446,2.58287870074535e-40,"8","IDNK"
"PDP1",1.44121660939216e-44,0.754462975838893,0.148,0.549,2.60644023808572e-40,"8","PDP1"
"ELK31",1.45275057816943e-44,0.290743386436248,0.135,0.516,2.62729942061941e-40,"8","ELK3"
"PTGR11",1.61412016583928e-44,0.354070527230487,0.232,0.723,2.91913631992035e-40,"8","PTGR1"
"KLHL21",1.6912292751771e-44,0.46287312711747,0.281,0.823,3.05858814415778e-40,"8","KLHL21"
"INAFM11",1.75048946238598e-44,0.599127251063425,0.17,0.592,3.16576019272504e-40,"8","INAFM1"
"TRAPPC2L",2.03907923015339e-44,0.469121647546378,0.261,0.78,3.68767478773241e-40,"8","TRAPPC2L"
"MATN21",2.05112297718652e-44,0.402491549631733,0.064,0.382,3.70945590424183e-40,"8","MATN2"
"PAK62",2.07203188498371e-44,0.677128331221553,0.103,0.46,3.74726966399304e-40,"8","PAK6"
"ZNF133",2.11179549909969e-44,0.601934477179183,0.13,0.511,3.8191821601218e-40,"8","ZNF133"
"HRH11",2.28066657795906e-44,0.63106602673116,0.098,0.447,4.12458550623896e-40,"8","HRH1"
"CHORDC11",2.33067346308846e-44,0.617018327149115,0.141,0.536,4.21502295799548e-40,"8","CHORDC1"
"ZNF5131",2.5198675895274e-44,0.432303038873827,0.121,0.492,4.5571805356603e-40,"8","ZNF513"
"PCBP4",2.57232546492963e-44,0.739809068701514,0.089,0.431,4.65205060332523e-40,"8","PCBP4"
"SNAPC21",2.58113829833995e-44,0.669282570671684,0.18,0.615,4.66798861254779e-40,"8","SNAPC2"
"YBEY2",2.61324527166199e-44,0.539682503937304,0.189,0.632,4.7260540738007e-40,"8","YBEY"
"ERN11",2.68679823156148e-44,0.413259572507246,0.226,0.694,4.85907460177894e-40,"8","ERN1"
"ACBD41",2.81769567029344e-44,0.259577660026614,0.093,0.436,5.09580261972568e-40,"8","ACBD4"
"RP2",3.06701143352261e-44,0.333021262614611,0.258,0.779,5.54669017752563e-40,"8","RP2"
"RILPL2",3.08638257293398e-44,0.534841577629495,0.226,0.71,5.5817228831511e-40,"8","RILPL2"
"C4orf3",3.14108095712475e-44,0.889082409116191,0.764,0.973,5.68064491096011e-40,"8","C4orf3"
"SLCO4A12",3.3003714943715e-44,0.492642519180614,0.163,0.577,5.96872184757085e-40,"8","SLCO4A1"
"TTC32",3.81922096773955e-44,0.895799102240074,0.14,0.531,6.90706112015698e-40,"8","TTC32"
"PIGH",3.89818041608943e-44,0.562017759296342,0.214,0.686,7.04985928249773e-40,"8","PIGH"
"MOK2",3.90350920686089e-44,0.633593292001891,0.089,0.43,7.05949640060791e-40,"8","MOK"
"TP731",4.02242786689666e-44,0.674381629781539,0.069,0.391,7.2745607972826e-40,"8","TP73"
"GPR108",4.07521952637241e-44,0.550809554846844,0.221,0.696,7.37003451344451e-40,"8","GPR108"
"RAD9A1",4.23718210963022e-44,0.801722858035751,0.131,0.513,7.66294384526625e-40,"8","RAD9A"
"FAM229B1",4.40809751019719e-44,0.409347782240183,0.081,0.413,7.97204434719162e-40,"8","FAM229B"
"ZNF772",4.64702724736184e-44,0.785294960111496,0.096,0.443,8.40414877685389e-40,"8","ZNF77"
"NAIF1",4.70120987904569e-44,0.626302278238219,0.113,0.477,8.50213806625414e-40,"8","NAIF1"
"GARS1",4.74175860601862e-44,0.310789459407035,0.266,0.785,8.57547043898468e-40,"8","GARS"
"SLC25A292",4.84484635478937e-44,0.801889698722676,0.148,0.548,8.76190463263658e-40,"8","SLC25A29"
"ZBTB34",5.13898471788164e-44,0.607078104422934,0.155,0.558,9.29385386228894e-40,"8","ZBTB34"
"KAZALD12",5.44881225195147e-44,0.735293720953912,0.079,0.41,9.85417695765423e-40,"8","KAZALD1"
"POC5",5.9448682093845e-44,0.547913824064358,0.12,0.488,1.07512941566719e-39,"8","POC5"
